Country,Year,GDPPC,GDP_Growth,GINI,Gov_Debt,Inflation,Life_Exp,Unemployment,Edu,PI
Benin,2010,962.8161095,2.114064726,,,2.207835325,58.363,1.04,4.43,0
Bangladesh,2010,967.5610807,5.571788185,32.1,,8.126676392,68.638,3.38,5.91,562
Bulgaria,2010,6434.552431,1.555359513,35.7,20.58913653,2.438990605,73.51219512,10.28,11.24,0
Bahrain,2010,21452.92152,4.334299173,,,1.961884683,78.748,1.13,7.06,0
Belize,2010,5879.733301,1.239952915,,64.40432586,0.917977379,72.272,8.244,11.29,0
Bolivia,2010,2471.473633,4.126722591,,,2.503276058,66.162,2.614,8.25,0
Brazil,2010,8673.898383,7.528225818,,61.31878046,5.038726901,73.182,8.034,7.89,0
Barbados,2010,17227.33264,-2.272188073,,95.70034834,5.824218533,75.712,10.69,9.45,0
Botswana,2010,5428.296158,10.12220912,,21.88629705,6.948876587,60.013,17.86,9.55,0
Central African Republic,2010,500.5292774,4.630818432,,,1.4910237,49.255,5.518,3.76,3125
Canada,2010,41156.14519,3.089919462,33.6,53.14973296,1.776871541,81.32219512,8.06,12.32,0
Switzerland,2010,81315.42286,3.243397336,32.6,20.99356622,0.688238707,82.24634146,4.81,13.02,0
Chile,2010,11770.75658,5.851651017,,,1.41071108,78.501,8.41,9.78,0
China,2010,5647.068727,10.63587107,43.7,,3.175324753,75.599,4.53,7.95,687
Cameroon,2010,1277.265693,2.899024721,,,1.275380462,56.582,4.11,6.15,0
Colombia,2010,5209.732471,4.494658971,54.6,72.45266993,2.272002279,75.033,10.98,8.95,0
Costa Rica,2010,10137.58217,5.360343477,48.0,,5.662757084,78.67,7.17,7.97,0
Cuba,2010,6720.649915,2.390352297,,,,77.661,2.5,10.16,125
Cyprus,2010,26019.87891,2.014695707,31.5,,2.430040841,79.665,6.26,11.07,0
Germany,2010,37760.91363,4.179882499,30.3,,1.103810378,79.98780488,6.97,12.37,0
Denmark,2010,51173.46616,1.870991147,27.2,,2.31092437,79.1,7.75,11.3,0
Algeria,2010,3931.720059,3.600000001,,,3.911061955,73.808,9.96,6.68,1562
Ecuador,2010,5331.383774,3.525298669,48.8,,3.554377346,75.43,4.09,7.6,2125
Spain,2010,25702.34684,0.162919518,35.2,50.16780071,1.799864577,81.62682927,19.86,10.27,0
Estonia,2010,14585.83866,2.444265118,32.0,7.897645108,2.97204512,75.42926829,16.71,12.11,0
Finland,2010,43563.5722,3.185958654,27.7,,1.184135232,79.87073171,8.39,9.84,0
Fiji,2010,4297.138966,2.954672422,,,3.689012297,67.328,4.308,9.96,0
France,2010,35638.12156,1.949437623,33.7,80.30129971,1.531122704,81.66341463,8.87,10.68,1062
Gabon,2010,6514.731163,7.089887315,,,1.461544027,63.898,20.39,8.39,0
United Kingdom,2010,42310.74991,2.238688634,33.7,131.0027086,2.492654725,80.40243902,7.79,12.24,875
Ghana,2010,1374.985027,7.899711941,,,10.73338984,61.157,5.38,7.0,0
Greece,2010,21560.35335,-5.477808049,34.1,136.6022242,4.712989078,80.38780488,12.71,10.3,3812
Guatemala,2010,3606.423482,2.884175428,,24.81695941,3.859509098,70.878,3.5,4.57,0
Guyana,2010,4868.694513,4.138441601,,,3.733377577,66.743,11.812,8.79,0
Honduras,2010,2087.252271,3.731140344,53.1,,4.69889065,71.088,4.12,6.19,0
Croatia,2010,11933.01878,-1.243071346,32.4,65.52389976,1.030555053,76.47560976,11.62,11.3,0
Haiti,2010,1312.284856,-5.651511534,,,4.827341901,46.019,15.383,5.11,875
Hungary,2010,11307.7162,1.076254043,29.4,81.28171515,4.855557957,74.20731707,11.17,11.85,0
Indonesia,2010,2695.86817,6.22385418,37.2,26.16615928,5.134204008,68.679,5.61,7.61,0
India,2010,1238.014727,8.497584702,,51.5919103,11.98938992,66.909,8.319,6.24,125
Ireland,2010,46246.84509,1.682972022,32.3,82.49169608,-0.922095829,80.74390244,14.53,12.03,250
Iraq,2010,3854.688356,6.402564845,,,2.877747253,67.062,8.252,7.16,1812
Iceland,2010,48193.7014,-2.832774915,26.2,150.6338125,5.396731132,81.89756098,7.56,11.05,0
Israel,2010,33048.55459,5.668515118,42.5,,2.691370063,81.60243902,8.48,12.32,125
Italy,2010,32058.17399,1.713295839,34.7,,1.525516021,82.03658537,8.36,9.63,937
Jamaica,2010,5025.493529,-1.457147209,,136.2243349,12.610552,72.622,7.63,9.87,562
Jordan,2010,4865.469773,2.314834221,33.7,59.77108436,4.845518759,74.0,12.5,9.59,0
Japan,2010,32942.20208,4.097917919,32.1,160.4980984,-0.728243208,82.84268293,5.1,11.6,375
Kazakhstan,2010,8979.330947,7.300000003,28.0,9.522963251,7.400463567,68.45,5.77,11.33,0
Kenya,2010,1342.768702,8.058473603,,,3.961388891,60.649,2.846,6.14,250
Cambodia,2010,888.9125883,5.963078573,,,3.996395281,67.712,0.77,4.72,0
Kuwait,2010,32568.75086,-2.37026412,,,4.496402878,77.982,1.82,6.34,0
Liberia,2010,627.8053786,6.09982524,,,7.289927969,59.433,2.27,4.2,0
Sri Lanka,2010,3025.301151,8.01596737,,69.25302518,6.217648893,73.215,4.78,10.06,0
Lesotho,2010,982.1968515,5.269670781,,29.56359928,-2.405242546,45.596,16.867,5.85,0
Lithuania,2010,11106.95021,1.651240653,33.6,41.22611774,1.319213621,73.26829268,17.81,10.89,0
Luxembourg,2010,106544.0572,3.760413593,30.5,,2.273679116,80.63170732,4.36,10.99,0
Latvia,2010,10962.23153,-4.45556726,35.0,,-1.08463595,73.48292683,19.48,10.65,0
Morocco,2010,2766.921875,3.499557094,,47.09826567,0.993557401,70.829,9.09,4.96,0
Maldives,2010,8571.559923,6.835471394,,,6.149885368,77.657,11.008,6.02,250
Mexico,2010,9480.135305,4.971334562,47.2,,4.156727227,74.19,5.3,8.79,1562
Mali,2010,708.9304739,5.313935279,,,1.108926907,56.382,1.333,1.97,0
Malta,2010,20557.73775,5.543640011,29.0,,1.515635136,81.39756098,6.85,10.52,0
Mongolia,2010,2646.561677,6.365161679,33.1,,10.04620659,67.182,6.55,9.2,125
Mozambique,2010,492.5675724,6.679729357,,,12.42554217,54.198,3.229,1.93,1062
Mauritania,2010,1448.023322,2.620229521,,,6.283540874,63.105,9.895,4.53,0
Mauritius,2010,8011.455172,4.377203223,,36.78737616,2.932363014,72.96731707,7.65,8.86,0
Malawi,2010,511.8182899,6.874065854,45.5,19.26083004,7.411590929,56.381,4.941,4.81,0
Malaysia,2010,8101.40712,7.424847383,,49.55982307,1.622852356,74.442,3.39,10.44,0
Namibia,2010,4186.042147,6.03924948,,1.606949193,4.874919876,56.015,22.12,6.17,0
Niger,2010,438.4638827,8.578166743,,,0.804073081,58.367,0.771,1.88,1875
Nicaragua,2010,1669.941961,4.410481398,,,5.455134259,72.009,7.83,6.61,0
Netherlands,2010,44390.50441,1.342739336,27.8,,1.275305696,80.70243902,4.99,11.39,250
Norway,2010,72804.39562,0.787051845,25.7,,2.418906395,80.99756098,3.52,11.59,0
Nepal,2010,726.0552789,4.816414647,32.8,33.86252123,9.326504107,66.814,10.548,4.23,875
New Zealand,2010,35374.92542,1.466751165,,34.8105507,2.30202386,80.90487805,6.56,10.98,0
Pakistan,2010,1287.615773,1.501717522,28.8,,12.93887056,64.436,0.65,5.02,2437
Panama,2010,10286.20311,5.827993448,51.6,,3.491288675,76.448,5.875,9.27,0
Peru,2010,5142.014366,8.332459107,45.5,23.68179134,1.528320597,73.711,3.6,8.88,312
Philippines,2010,2415.783575,7.334499965,,50.19624148,3.789836348,70.754,3.61,8.43,0
Papua New Guinea,2010,2154.694455,10.12845407,,,6.013608936,63.039,2.0,4.26,0
Poland,2010,10755.65644,2.934638181,33.2,,2.580693703,76.24634146,9.64,11.32,0
Portugal,2010,19670.36107,1.737625476,35.8,,1.402572899,79.02682927,10.77,7.52,0
Paraguay,2010,5163.476069,11.09523127,51.0,,4.651162791,71.887,4.57,7.57,0
Qatar,2010,68253.06589,19.59233153,,,-2.425256752,78.425,0.45,8.43,0
Romania,2010,7657.542379,-3.90123628,35.5,34.13583726,6.091416686,73.45853659,6.96,10.67,250
Rwanda,2010,583.9125387,7.33464809,47.2,,-0.246128693,62.54,11.895,4.36,1875
Saudi Arabia,2010,17366.19043,5.039492888,,,5.339416806,75.763,5.55,8.53,0
Sudan,2010,2238.85498,3.858241952,,,12.97766639,63.016,15.13,3.21,1250
Senegal,2010,1163.227588,3.390889253,,,1.228681197,64.615,10.233,2.74,0
Singapore,2010,48752.05154,14.51974971,,101.4497824,2.823661349,81.54146341,4.12,10.81,0
Sierra Leone,2010,537.3789764,6.637492458,,,7.185662757,53.693,4.175,4.23,0
El Salvador,2010,3373.043806,2.154195011,43.5,57.49428662,1.179335769,71.848,4.89,7.77,0
Serbia,2010,5206.086761,0.731044553,,,6.142553602,74.33658537,19.22,10.85,0
Slovenia,2010,20612.58953,1.343748472,24.9,,1.801170221,79.42195122,7.24,11.89,0
Sweden,2010,48369.91004,5.952107008,27.7,43.3019148,1.157988027,81.45121951,8.61,11.64,0
Togo,2010,660.3281589,5.854352693,,,1.445945174,57.304,2.427,5.49,0
Thailand,2010,5082.253593,7.513390533,39.4,26.90084554,3.247588424,76.131,0.62,7.99,1625
Tajikistan,2010,773.6739137,6.499999086,,,6.445314408,67.742,10.889,10.3,1250
Tonga,2010,3649.635356,0.803490183,,,3.534912392,70.323,1.467,10.82,0
Trinidad and Tobago,2010,16766.94077,3.32322471,,,10.54920032,72.725,4.03,10.63,0
Tunisia,2010,3860.622856,2.971132751,35.8,38.7660003,3.338979636,75.421,13.05,7.48,0
Uganda,2010,769.7903701,5.637611637,,,3.976552885,57.055,3.587,5.7,3125
Ukraine,2010,2315.100098,4.092004367,24.8,28.86663662,9.372931051,70.26536585,8.1,11.15,0
Uruguay,2010,14572.76323,7.803409651,44.5,42.46663881,6.69870887,76.858,7.16,8.17,0
South Africa,2010,6018.230754,3.039732881,63.4,,4.089729895,58.899,23.18,9.69,0
Zambia,2010,1198.304817,10.29822332,52.0,17.32151148,8.501761334,56.799,13.19,7.32,0
Zimbabwe,2010,1096.835478,21.45206092,,,3.022670025,50.652,5.189,7.61,0
